,Domain,Supergroup,Phylum,Class,Order,Family,Genus,Species,ASV,Curated
ea325221e74caca2941b3bc9db57c62d,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Cyanobium_PCC-6307,D_6__uncultured_cyanobacterium,ea325221e74caca2941b3bc9db57c62d,Cyanobacteria:Cyanobium
1bff589486f68e77b4476d6837244cd6,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Prochlorococcus_MIT9313,,1bff589486f68e77b4476d6837244cd6,Cyanobacteria:Prochlorococcus
c4c69ec041fd6bae7de4e690ed25d033,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Synechococcus_CC9902,,c4c69ec041fd6bae7de4e690ed25d033,Cyanobacteria:Synechococcus
85125408ea648cf8e6317b860cd2f1ac,Eukaryota_plas,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,unclassified_Polar-centric-Mediophyceae,,85125408ea648cf8e6317b860cd2f1ac,Stramenopiles:Bacillariophyta
5e7894007198ccd65ab8b06f349d8ee3,Eukaryota_plas,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus_prasinos,5e7894007198ccd65ab8b06f349d8ee3,Archaeplastida:Mamiellophyceae
ec3cc423287ce0d25882127b6553d85b,Eukaryota_plas,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Mamiella,Mamiella_gilva,ec3cc423287ce0d25882127b6553d85b,Archaeplastida:Mamiellophyceae
b313fb940989d495b780f97175df05f5,Eukaryota_plas,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,unclassified_Bathycoccaceae,,b313fb940989d495b780f97175df05f5,Archaeplastida:Mamiellophyceae
47e0463d97f67bf6288a979f3ff70bfb,Eukaryota_plas,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,unclassified_Mamiellaceae,,47e0463d97f67bf6288a979f3ff70bfb,Archaeplastida:Mamiellophyceae
936685ee710e6e0ad190df2c0e863f75,Eukaryota_plas,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,unclassified_Mamiellaceae,,936685ee710e6e0ad190df2c0e863f75,Archaeplastida:Mamiellophyceae
bf0c8fa75326dd2c6ed5575c14c9cb20,Eukaryota_plas,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,unclassified_Mamiellaceae,,bf0c8fa75326dd2c6ed5575c14c9cb20,Archaeplastida:Mamiellophyceae
406bb14741ded383380219611b8564d9,Eukaryota_plas,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,unclassified_Mamiellaceae,,406bb14741ded383380219611b8564d9,Archaeplastida:Mamiellophyceae
300296cb89902c1721ff71f7cbc316b7,Eukaryota_plas,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,unclassified_Mamiellaceae,,300296cb89902c1721ff71f7cbc316b7,Archaeplastida:Mamiellophyceae
52cabdec57d89b6398eee15c5fb93006,Eukaryota_plas,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,unclassified_Mamiellaceae,,52cabdec57d89b6398eee15c5fb93006,Archaeplastida:Mamiellophyceae
af4837e862b10d7ddccc1b0885fc77c8,Eukaryota_plas,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,unclassified_Mamiellaceae,,af4837e862b10d7ddccc1b0885fc77c8,Archaeplastida:Mamiellophyceae
49db984d738a8889309dfffd963f5a75,Eukaryota_plas,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,unclassified_Micromonas,49db984d738a8889309dfffd963f5a75,Archaeplastida:Micromonas
c289fa66402d05b139a37184d8e4180e,Eukaryota_plas,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,unclassified_Micromonas,c289fa66402d05b139a37184d8e4180e,Archaeplastida:Micromonas
230fe9b9f06cfb26e80419c5bda4d5ae,Eukaryota_plas,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,unclassified_Micromonas,230fe9b9f06cfb26e80419c5bda4d5ae,Archaeplastida:Micromonas
ba8a34138faff25a32e8fca2df7342d1,Eukaryota_plas,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Ostreococcus,unclassified_Ostreococcus,ba8a34138faff25a32e8fca2df7342d1,Archaeplastida:Ostreococcus
024dcc1ab6ba58bbb754448afd9c1127,Eukaryota_plas,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Ostreococcus,unclassified_Ostreococcus,024dcc1ab6ba58bbb754448afd9c1127,Archaeplastida:Ostreococcus
26c4bf94339bbcabcf2b9e16f24427c7,Eukaryota_plas,Archaeplastida,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloropicon,unclassified_Chloropicon,26c4bf94339bbcabcf2b9e16f24427c7,Archaeplastida:Chloropicon
c9d76145d803bdecdabfe8ddc0aa4ac5,Eukaryota_plas,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Desmochloris,Desmochloris_halophila,c9d76145d803bdecdabfe8ddc0aa4ac5,Archaeplastida:Other
db5225c9a18c27b63c92b9c179b14a1d,Eukaryota_plas,Archaeplastida,Chlorophyta,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Desmochloris,Desmochloris_halophila,db5225c9a18c27b63c92b9c179b14a1d,Archaeplastida:Other
0032fa9e7bb07ae8dd0a4958274ddae9,Eukaryota_plas,Archaeplastida,Chlorophyta,Prasino-Clade-9,Prasino-Clade-9_X,Prasino-Clade-9_XX,Prasino-Clade-9_XXX,Prasino-Clade-9_XXX_sp.,0032fa9e7bb07ae8dd0a4958274ddae9,Archaeplastida:Other
2625290899b205f7d8a3a6a36a4b4430,Eukaryota_plas,Archaeplastida,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas_disomata,2625290899b205f7d8a3a6a36a4b4430,Archaeplastida:Other
6ce8db6d8ee1fdaa3e32fbf15415a65b,Eukaryota_plas,Archaeplastida,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas_sp.,6ce8db6d8ee1fdaa3e32fbf15415a65b,Archaeplastida:Other
913910085577b60c29fc5676fc4e6e8c,Eukaryota_plas,Archaeplastida,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas_disomata,913910085577b60c29fc5676fc4e6e8c,Archaeplastida:Other
1b1742d585f5f1ace45e5ba9a92ee07d,Eukaryota_plas,Archaeplastida,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,unclassified_Pyramimonas,1b1742d585f5f1ace45e5ba9a92ee07d,Archaeplastida:Other
b0dba0147194c2bf5465c38eaa04e559,Eukaryota_plas,Archaeplastida,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas_sp.,b0dba0147194c2bf5465c38eaa04e559,Archaeplastida:Other
b4920ec900c0b6bce713a5f61ebcd38c,Eukaryota_plas,Archaeplastida,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas_tetrarhynchus,b4920ec900c0b6bce713a5f61ebcd38c,Archaeplastida:Other
32769a9cdf9984d0acd50a3b3cb4b5a1,Eukaryota_plas,Archaeplastida,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas_olivacea,32769a9cdf9984d0acd50a3b3cb4b5a1,Archaeplastida:Other
1800b0e4ab7fe914031e4b6bcecdc70c,Eukaryota_plas,Archaeplastida,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,unclassified_Chlamydomonadales_X,,1800b0e4ab7fe914031e4b6bcecdc70c,Archaeplastida:Other
2b3c3d1f367f316274c94349372be56f,Eukaryota_plas,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,unclassified_Chlorellales_X,,2b3c3d1f367f316274c94349372be56f,Archaeplastida:Other
1c137bbf4805fde6c2c69690ae37f303,Eukaryota_plas,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,unclassified_Chlorellales_X,,1c137bbf4805fde6c2c69690ae37f303,Archaeplastida:Other
d7676849144b7e62e70d06262fecca34,Eukaryota_plas,Archaeplastida,unclassified_Archaeplastida,,,,,,d7676849144b7e62e70d06262fecca34,Archaeplastida:Other
efd9be6e5ad49f28be30f42932f882e8,Eukaryota_plas,Archaeplastida,Chlorophyta,Pedinophyceae,Marsupiomonadales,Marsupiomonadaceae,Marsupiomonas,Marsupiomonas_pelliculata,efd9be6e5ad49f28be30f42932f882e8,Archaeplastida:Other
83bd0cb9b9e313ae5a863dcb031a23ac,Eukaryota_plas,Archaeplastida,Chlorophyta,Pedinophyceae,Pedinomonadales,Pedinomonadaceae,Resultor,Resultor_mikron,83bd0cb9b9e313ae5a863dcb031a23ac,Archaeplastida:Other
00261482f21b019fa05f1137e7b28a4a,Eukaryota_plas,Archaeplastida,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,unclassified_Tetraselmis,00261482f21b019fa05f1137e7b28a4a,Archaeplastida:Tetraselmis
982fc4470e8c79029b9ba8a3ae883857,Eukaryota_plas,Archaeplastida,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,unclassified_Tetraselmis,982fc4470e8c79029b9ba8a3ae883857,Archaeplastida:Tetraselmis
90c7927d6b76026951d71634254cdb4f,Eukaryota_plas,Archaeplastida,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,unclassified_Tetraselmis,90c7927d6b76026951d71634254cdb4f,Archaeplastida:Tetraselmis
52825bc2eae0c2aaa70700caf5a491e5,Eukaryota_plas,Archaeplastida,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,unclassified_Tetraselmis,52825bc2eae0c2aaa70700caf5a491e5,Archaeplastida:Tetraselmis
7561219e3e5c8117e4643a6ce162a83c,Eukaryota_plas,Archaeplastida,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,unclassified_Tetraselmis,7561219e3e5c8117e4643a6ce162a83c,Archaeplastida:Tetraselmis
4801416d0b718170ba5bb7218e243280,Eukaryota_plas,Archaeplastida,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,unclassified_Tetraselmis,4801416d0b718170ba5bb7218e243280,Archaeplastida:Tetraselmis
04624781bedea87902af8ece091098d8,Eukaryota_plas,Archaeplastida,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,Tetraselmis_sp.,04624781bedea87902af8ece091098d8,Archaeplastida:Tetraselmis
0d5afc84ed1d93122af51ae379e897a4,Eukaryota_plas,Archaeplastida,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,unclassified_Tetraselmis,0d5afc84ed1d93122af51ae379e897a4,Archaeplastida:Tetraselmis
4155c0e87dccf300c49e963b783fc394,Eukaryota_plas,Archaeplastida,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,unclassified_Tetraselmis,4155c0e87dccf300c49e963b783fc394,Archaeplastida:Tetraselmis
8681356cf29f71fe5928775a0f846d4e,Eukaryota_plas,Archaeplastida,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,unclassified_Tetraselmis,8681356cf29f71fe5928775a0f846d4e,Archaeplastida:Tetraselmis
ecf2f7a214c8b6929d8c5f6785f996ab,Eukaryota_plas,Archaeplastida,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,unclassified_Tetraselmis,ecf2f7a214c8b6929d8c5f6785f996ab,Archaeplastida:Tetraselmis
d4538fc1b277707d3777717532e43e2e,Eukaryota_plas,Archaeplastida,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,unclassified_Tetraselmis,d4538fc1b277707d3777717532e43e2e,Archaeplastida:Tetraselmis
385805d1a4796f8258d4533beae0a62b,Eukaryota_plas,Archaeplastida,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,unclassified_Tetraselmis,385805d1a4796f8258d4533beae0a62b,Archaeplastida:Tetraselmis
2b5da926477e5820dfdc9bac8d2ce40b,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Cyanobium_PCC-6307,,2b5da926477e5820dfdc9bac8d2ce40b,Cyanobacteria:Cyanobium
5e817c01e194ffdb79157461b128eade,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Cyanobium_PCC-6307,,5e817c01e194ffdb79157461b128eade,Cyanobacteria:Cyanobium
a908b00f4edf992ef1db8de70b4d7615,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Cyanobium_PCC-6307,,a908b00f4edf992ef1db8de70b4d7615,Cyanobacteria:Cyanobium
bafaeb9756a85214bf8068b32f2db120,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Cyanobium_PCC-6307,,bafaeb9756a85214bf8068b32f2db120,Cyanobacteria:Cyanobium
985cee7dccc74c65cc68f01222afee2c,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Cyanobium_PCC-6307,,985cee7dccc74c65cc68f01222afee2c,Cyanobacteria:Cyanobium
53d18c6d2f6e5c67d0394a93cdccce90,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Cyanobacteriales,D_4__Microcystaceae,D_5__Atelocyanobacterium_(UCYN-A),D_6__Candidatus_Atelocyanobacterium,53d18c6d2f6e5c67d0394a93cdccce90,Cyanobacteria:Other
395ff7dce27006bc695d360f38c09224,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Cyanobacteriales,D_4__Microcystaceae,D_5__Atelocyanobacterium_(UCYN-A),D_6__Candidatus_Atelocyanobacterium,395ff7dce27006bc695d360f38c09224,Cyanobacteria:Other
4038caa74cef581938e69f3acc20304d,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Cyanobacteriales,D_4__Microcystaceae,D_5__Atelocyanobacterium_(UCYN-A),D_6__Candidatus_Atelocyanobacterium,4038caa74cef581938e69f3acc20304d,Cyanobacteria:Other
6bfe56565a740b481b5328f950267bc6,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Cyanobacteriales,D_4__Microcystaceae,D_5__Crocosphaera,D_6__Crocosphaera_watsonii,6bfe56565a740b481b5328f950267bc6,Cyanobacteria:Other
ba5ccb9ad8601b6237c392629b362b0b,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Cyanobacteriales,D_4__Microcystaceae,D_5__Crocosphaera,D_6__Crocosphaera_watsonii,ba5ccb9ad8601b6237c392629b362b0b,Cyanobacteria:Other
fb6279754cb58f9c830b8d2d3c748752,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,,,fb6279754cb58f9c830b8d2d3c748752,Cyanobacteria:Other
2402b622c8cd3fc009995146d0d82696,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,,,2402b622c8cd3fc009995146d0d82696,Cyanobacteria:Other
1fbd37de79f0e0e74e758ed240685461,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,,,1fbd37de79f0e0e74e758ed240685461,Cyanobacteria:Other
fb938011d56121722a6326ff4640809d,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Prochlorococcus_MIT9313,D_6__Prochlorococcus_marinus,fb938011d56121722a6326ff4640809d,Cyanobacteria:Prochlorococcus
537fce5b9b68f9ea0e912bb4a01b4102,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Prochlorococcus_MIT9313,,537fce5b9b68f9ea0e912bb4a01b4102,Cyanobacteria:Prochlorococcus
957c121f10a6486973716afdaed844f3,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Prochlorococcus_MIT9313,,957c121f10a6486973716afdaed844f3,Cyanobacteria:Prochlorococcus
7a6c38e7a3af6fa54bd7ea028cc73118,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Prochlorococcus_MIT9313,,7a6c38e7a3af6fa54bd7ea028cc73118,Cyanobacteria:Prochlorococcus
e6510d6615987f47739507a9d5d83d95,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Prochlorococcus_MIT9313,,e6510d6615987f47739507a9d5d83d95,Cyanobacteria:Prochlorococcus
ecfbb028e04b03f207bba70c7554b75e,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Prochlorococcus_MIT9313,,ecfbb028e04b03f207bba70c7554b75e,Cyanobacteria:Prochlorococcus
cedbe8d08df3532be01ac374ff383f65,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Prochlorococcus_MIT9313,,cedbe8d08df3532be01ac374ff383f65,Cyanobacteria:Prochlorococcus
c944890292c1813482d05b6f6fcb9562,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Prochlorococcus_MIT9313,,c944890292c1813482d05b6f6fcb9562,Cyanobacteria:Prochlorococcus
a7618398706dd809d14fffaee9833339,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Prochlorococcus_MIT9313,,a7618398706dd809d14fffaee9833339,Cyanobacteria:Prochlorococcus
1c950ec439291f32b15aa87ae3417e4c,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Prochlorococcus_MIT9313,,1c950ec439291f32b15aa87ae3417e4c,Cyanobacteria:Prochlorococcus
23880d5ecb51a362e9282e5cc82b6c8e,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Prochlorococcus_MIT9313,,23880d5ecb51a362e9282e5cc82b6c8e,Cyanobacteria:Prochlorococcus
10768a5c1a314cd9f73baee744c7df10,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Prochlorococcus_MIT9313,,10768a5c1a314cd9f73baee744c7df10,Cyanobacteria:Prochlorococcus
704eec0ea57c3be583b77a9e6e63a92d,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Prochlorococcus_MIT9313,D_6__Prochlorococcus_marinus,704eec0ea57c3be583b77a9e6e63a92d,Cyanobacteria:Prochlorococcus
882d7ca2dae2a9bd6187fff63ea60dbc,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Prochlorococcus_MIT9313,,882d7ca2dae2a9bd6187fff63ea60dbc,Cyanobacteria:Prochlorococcus
d69d3ce27c864cc786dd39c3b2c6ea78,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Synechococcus_CC9902,,d69d3ce27c864cc786dd39c3b2c6ea78,Cyanobacteria:Synechococcus
040e0aa7eb9fab5f03a522029500bbd5,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Synechococcus_CC9902,,040e0aa7eb9fab5f03a522029500bbd5,Cyanobacteria:Synechococcus
d42479253d5b781438f0ebc2dcc1afce,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Synechococcus_CC9902,,d42479253d5b781438f0ebc2dcc1afce,Cyanobacteria:Synechococcus
0f44d43fd24f140fe66b089f27dfb4ad,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Synechococcus_CC9902,,0f44d43fd24f140fe66b089f27dfb4ad,Cyanobacteria:Synechococcus
211f2e171afc061e6745fed9d0d33583,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Synechococcus_CC9902,,211f2e171afc061e6745fed9d0d33583,Cyanobacteria:Synechococcus
dde811da28a80bf133161da704afaa94,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Synechococcus_CC9902,,dde811da28a80bf133161da704afaa94,Cyanobacteria:Synechococcus
e6719aefdda6941be9f597a88fc3384e,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Synechococcus_CC9902,,e6719aefdda6941be9f597a88fc3384e,Cyanobacteria:Synechococcus
912d3bed1a147d2ba83f2751b3957222,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Synechococcus_CC9902,,912d3bed1a147d2ba83f2751b3957222,Cyanobacteria:Synechococcus
d0d06719369a3471cd8c6a6335e3386f,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Synechococcus_CC9902,,d0d06719369a3471cd8c6a6335e3386f,Cyanobacteria:Synechococcus
c614d8943eff594f41bd33ecdbb0773c,D_0__Bacteria,D_0__Bacteria,D_1__Cyanobacteria,D_2__Cyanobacteriia,D_3__Synechococcales,D_4__Cyanobiaceae,D_5__Synechococcus_CC9902,,c614d8943eff594f41bd33ecdbb0773c,Cyanobacteria:Synechococcus
f06ec3db00d0a1212d56f93d14bd8f32,Eukaryota_plas,Excavata,Discoba,Euglenida,Euglenophyceae,Eutreptiidae,Eutreptiella,unclassified_Eutreptiella,f06ec3db00d0a1212d56f93d14bd8f32,Eukaryota:Other
c0d135a5439f71cc414c405cb36ed08b,Eukaryota_plas,Excavata,Discoba,Euglenida,Euglenophyceae,Eutreptiidae,Eutreptiella,Eutreptiella_marina,c0d135a5439f71cc414c405cb36ed08b,Eukaryota:Other
16c326c1acc8d417bb01e7ac3f903d24,Eukaryota_plas,Excavata,Discoba,Euglenida,Euglenophyceae,Eutreptiidae,Eutreptiella,Eutreptiella_marina,16c326c1acc8d417bb01e7ac3f903d24,Eukaryota:Other
76ad7fd1ab04cc77ec8b96afa7ee4ab8,Eukaryota_plas,Rhizaria,Cercozoa,Chlorarachniophyceae,Chlorarachnida,Chlorarachnida_X,Partenskyella,Partenskyella_glossopodia,76ad7fd1ab04cc77ec8b96afa7ee4ab8,Eukaryota:Other
fd41889391abc109627ee7d5219d2645,Eukaryota_plas,Rhizaria,Cercozoa,Chlorarachniophyceae,Chlorarachnida,Chlorarachnida_X,unclassified_Chlorarachnida_X,,fd41889391abc109627ee7d5219d2645,Eukaryota:Other
62056fd3a3fa295cbd5a502d109eec14,Eukaryota_plas,Rhizaria,Cercozoa,Chlorarachniophyceae,Chlorarachnida,Chlorarachnida_X,unclassified_Chlorarachnida_X,,62056fd3a3fa295cbd5a502d109eec14,Eukaryota:Other
5ee014749f2b8a6a491d58d195647b34,Eukaryota_plas,Rhizaria,Cercozoa,Chlorarachniophyceae,Chlorarachnida,Chlorarachnida_X,unclassified_Chlorarachnida_X,,5ee014749f2b8a6a491d58d195647b34,Eukaryota:Other
e0c838b899d07f01565b7d94ffa7f24a,Eukaryota_plas,Rhizaria,Cercozoa,Chlorarachniophyceae,Chlorarachnida,Chlorarachnida_X,unclassified_Chlorarachnida_X,,e0c838b899d07f01565b7d94ffa7f24a,Eukaryota:Other
7f9b32ae7899c455086a089a6ad7c7bd,Eukaryota_plas,Rhizaria,Cercozoa,Chlorarachniophyceae,Chlorarachnida,Chlorarachnida_X,unclassified_Chlorarachnida_X,,7f9b32ae7899c455086a089a6ad7c7bd,Eukaryota:Other
9c41fdc51aa94087451ae96e459d99df,Eukaryota_plas,Rhizaria,Cercozoa,Chlorarachniophyceae,Chlorarachnida,Chlorarachnida_X,unclassified_Chlorarachnida_X,,9c41fdc51aa94087451ae96e459d99df,Eukaryota:Other
b2b560487cbb77a94578baea3fdb6c9e,Eukaryota_plas,Rhizaria,Cercozoa,Chlorarachniophyceae,Chlorarachnida,Chlorarachnida_X,unclassified_Chlorarachnida_X,,b2b560487cbb77a94578baea3fdb6c9e,Eukaryota:Other
e8445e0b9c8d35e2a59579a2fef6dca6,Eukaryota_plas,unclassified_Eukaryota,,,,,,,e8445e0b9c8d35e2a59579a2fef6dca6,Eukaryota:Other
93bd2c0cbba3418cf0f08041c9144593,Eukaryota_plas,Hacrobia,Cryptophyta,Cryptophyceae,Cryptomonadales,Hemiselmidaceae,Hemiselmis,unclassified_Hemiselmis,93bd2c0cbba3418cf0f08041c9144593,Hacrobia:Cryptophyceae
47afd3208a2742ddbb91872ea88a6334,Eukaryota_plas,Hacrobia,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Proteomonas,Proteomonas_sp.,47afd3208a2742ddbb91872ea88a6334,Hacrobia:Cryptophyceae
