key	AS9601	BL107	CB0101	CC9311	CC9605	CC9616	CC9902	CCMP1375	GEYO	GP2	HIMB2401	KORDI100	KORDI49	KORDI52	MED4	MIT9107	MIT9201	MIT9202	MIT9211	MIT9215	MIT9301	MIT9302	MIT9303	MIT9311	MIT9313	MIT9314	MIT9321	MIT9515	MITS9508	MITS9509	N19	N26	N32	N5	NATL1A	NATL2A	PAC1	PCC6307	PCC7001	RCC307	RS9916	RS9917	SB	UW105	UW106	UW140	UW179A	UW179B	UW69	UW86	WH7803	WH7805	WH8016	WH8020	WH8102	WH8109
AS9601	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.912113	0.0	0.0	0.0	0.0	0.7999379999999999	0.883188	0.9079999999999999	0.915907	0.0	0.913931	0.9349970000000001	0.899591	0.0	0.89979	0.0	0.937419	0.9155200000000001	0.7938590000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.939279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BL107	0.0	1.0	0.0	0.0	0.783526	0.0	0.9016759999999999	0.0	0.0	0.0	0.7844599999999999	0.776998	0.784191	0.7819159999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.783652	0.784945	0.783543	0.781695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78036	0.0	0.0	0.0	0.7821009999999999	0.7858339999999999	0.0	0.0	0.0	0.0	0.7811929999999999	0.783454
CB0101	0.0	0.0	1.0	0.0	0.7886759999999999	0.0	0.0	0.0	0.0	0.0	0.792261	0.0	0.789044	0.7894549999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.790503	0.793603	0.7914960000000001	0.7904380000000001	0.0	0.0	0.0	0.799994	0.807851	0.7916	0.7919029999999999	0.793259	0.0	0.0	0.7837090000000001	0.778413	0.0	0.0	0.7823720000000001	0.792867	0.78594	0.0	0.0	0.0	0.7895310000000001	0.789679
CC9311	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8669979999999999	0.0	0.0	0.0	0.0	0.8662439999999999	0.9129600000000001	0.0	0.0
CC9605	0.0	0.785423	0.789168	0.0	1.0	0.792175	0.785428	0.0	0.777305	0.0	0.919676	0.792099	0.802513	0.882317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.780356	0.9150539999999999	0.918051	0.9189700000000001	0.9179259999999999	0.0	0.0	0.0	0.7843019999999999	0.7829250000000001	0.785698	0.796277	0.791434	0.0	0.7845829999999999	0.8529800000000001	0.783494	0.0	0.0	0.855163	0.9182210000000001	0.7918689999999999	0.7902290000000001	0.0	0.0	0.807465	0.91205
CC9616	0.0	0.0	0.0	0.0	0.792704	1.0	0.0	0.0	0.0	0.0	0.792785	0.8541030000000001	0.795261	0.7924450000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.776053	0.793029	0.79121	0.792777	0.7931919999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.780985	0.7851649999999999	0.0	0.0	0.788336	0.0	0.0	0.0	0.7896	0.793993	0.784518	0.0	0.0	0.0	0.795377	0.7939830000000001
CC9902	0.0	0.902703	0.0	0.0	0.784494	0.7782129999999999	1.0	0.0	0.0	0.0	0.782535	0.0	0.7820940000000001	0.783466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.782831	0.784427	0.7844070000000001	0.781802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78089	0.0	0.0	0.0	0.7820860000000001	0.7848919999999999	0.0	0.0	0.0	0.0	0.7814700000000001	0.7863060000000001
CCMP1375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7746179999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GEYO	0.0	0.0	0.0	0.0	0.778845	0.0	0.0	0.0	1.0	0.0	0.7811870000000001	0.0	0.781568	0.778059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.956268	0.870304	0.7800050000000001	0.7805	0.780859	0.782231	0.0	0.0	0.0	0.0	0.0	0.0	0.784479	0.7798	0.0	0.779677	0.0	0.780063	0.869436	0.0	0.777555	0.782078	0.784476	0.782042	0.0	0.0	0.775819	0.781566
GP2	0.912712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999999	0.0	0.0	0.0	0.0	0.7945740000000001	0.881212	0.8990130000000001	0.8969429999999999	0.0	0.896974	0.9105219999999999	0.894238	0.0	0.89464	0.0	0.911487	0.9019799999999999	0.793916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.911301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
